City_or_County,Year,Month,Day,CC_Year,CC_Month,CC_Day,Hour,Minute,Types_of_waters,Drowning_reasons,Drowning_results,Gender,Age,Swimming_skills
Taichung City,2014,10,8,2014,9,15,22,53,River,Fishing,Rescued,Male,38,Unknown
Taichung City,2014,10,29,2014,0,6,11,16,Pond,Slipping,Dead,Male,48,Yes
Tainan City,2014,1,2,2013,12,2,19,54,Offshore (<1km),Floating Corpse,Dead,Female,Unknown,Unknown
Tainan City,2014,1,2,2013,12,2,23,25,Offshore (<1km),Floating Corpse,Dead,Male,Unknown,Unknown
Tainan City,2014,1,2,2013,12,2,23,25,Offshore (<1km),Floating Corpse,Dead,Female,Unknown,Unknown
Tainan City,2014,1,4,2013,12,4,0,30,River,Suicide,Dead,Female,30,No
Tainan City,2014,1,24,2013,12,24,19,56,Offshore (<1km),Fishing,Rescued,Male,44,No
Tainan City,2014,2,11,2014,1,12,1,11,River,Suicide,Dead,Male,73,No
Tainan City,2014,2,16,2014,1,17,4,2,River,Suicide,Rescued,Male,38,No
Tainan City,2014,2,17,2014,1,18,9,43,Ditch,Suicide,Dead,Male,34,Unknown
Tainan City,2014,2,24,2014,1,25,1,10,Offshore (<1km),Suicide,Rescued,Male,31,Unknown
Tainan City,2014,3,22,2014,2,22,14,4,River,Others,Missing,Unknown,Unknown,Unknown
Tainan City,2014,3,31,2014,3,1,20,54,Ditch,Fishing,Dead,Male,54,Unknown
Tainan City,2014,4,2,2014,3,3,9,41,Ditch,Floating Corpse,Dead,Male,65,Unknown
Tainan City,2014,4,3,2014,3,4,13,25,Offshore (<1km),Floating Corpse,Dead,Female,45,Unknown
Tainan City,2014,4,3,2014,3,4,16,40,Ditch,Floating Corpse,Dead,Female,66,Unknown
Tainan City,2014,4,12,2014,3,13,23,27,Offshore (<1km),Suicide,Rescued,Female,30,Unknown
Tainan City,2014,4,21,2014,3,22,15,6,Offshore (<1km),Floating Corpse,Dead,Female,45,Unknown
Tainan City,2014,4,21,2014,3,22,17,48,River,Floating Corpse,Dead,Male,30,Unknown
Tainan City,2014,4,29,2014,4,1,12,3,Fish Pond,Others,Dead,Male,53,Yes
Tainan City,2014,5,3,2014,4,5,0,36,River,Others,Dead,Male,50,Yes
Tainan City,2014,5,12,2014,4,14,11,31,Offshore (<1km),Floating Corpse,Dead,Male,44,Unknown
Tainan City,2014,5,12,2014,4,14,11,31,Offshore (<1km),Floating Corpse,Dead,Female,45,Unknown
Tainan City,2014,5,24,2014,4,26,21,0,Offshore (<1km),Others,Rescued,Female,42,Unknown
Tainan City,2014,5,29,2014,5,1,2,25,River,Floating Corpse,Dead,Unknown,Unknown,Unknown
Tainan City,2014,6,2,2014,5,5,16,45,River,Suicide,Rescued,Male,33,Unknown
Tainan City,2014,6,7,2014,5,10,18,57,River,Suicide,Dead,Male,34,Unknown
Tainan City,2014,6,8,2014,5,11,18,55,Pond,Suicide,Dead,Male,51,Unknown
Tainan City,2014,6,13,2014,5,16,5,56,Offshore (<1km),Suicide,Dead,Female,46,Unknown
Tainan City,2014,6,20,2014,5,23,14,10,River,Slipping,Rescued,Male,Unknown,Unknown
Tainan City,2014,6,20,2014,5,23,14,10,Ditch,Floating Corpse,Dead,Male,50,Unknown
Tainan City,2014,6,21,2014,5,24,18,12,River,Others,Rescued,Male,55,Unknown
Tainan City,2014,6,25,2014,5,28,6,47,Ditch,Fishing,Dead,Female,59,Unknown
Tainan City,2014,6,30,2014,6,4,18,24,River,Others,Rescued,Male,35,Unknown
Tainan City,2014,7,3,2014,6,7,3,22,River,Floating Corpse,Dead,Male,34,No
Tainan City,2014,7,5,2014,6,9,21,2,Pond,Others,Dead,Male,52,Unknown
Tainan City,2014,7,10,2014,6,14,14,44,Fish Pond,Others,Dead,Male,79,Unknown
Tainan City,2014,7,15,2014,6,19,3,55,River,Others,Rescued,Female,32,No
Tainan City,2014,7,21,2014,6,25,3,35,River,Floating Corpse,Dead,Female,55,Unknown
Tainan City,2014,7,21,2014,6,25,9,18,River,Slipping,Dead,Male,52,Unknown
Tainan City,2014,7,29,2014,7,3,6,24,Ditch,Floating Corpse,Dead,Male,45,Unknown
Tainan City,2014,7,29,2014,7,3,16,29,Pond,Slipping,Dead,Male,83,Unknown
Tainan City,2014,7,31,2014,7,5,10,24,Fish Pond,Work,Dead,Male,80,Unknown
Tainan City,2014,8,5,2014,7,10,10,39,Reservoir,Floating Corpse,Dead,Unknown,Unknown,Unknown
Tainan City,2014,8,8,2014,7,13,0,19,Fish Pond,Others,Dead,Unknown,Unknown,Unknown
Tainan City,2014,8,11,2014,7,16,10,7,Pond,Others,Dead,Male,57,Unknown
Tainan City,2014,8,21,2014,7,26,14,59,Offshore (<1km),Fishing,Rescued,Male,41,Yes
Tainan City,2014,8,22,2014,7,27,10,41,River,Suicide,Rescued,Female,33,Unknown
Tainan City,2014,8,29,2014,8,5,20,20,Ditch,Suicide,Dead,Female,47,Unknown
Tainan City,2014,9,2,2014,8,9,7,36,River,Suicide,Rescued,Female,35,Unknown
Tainan City,2014,9,3,2014,8,10,22,56,Ditch,Slipping,Dead,Male,80,No
Tainan City,2014,9,8,2014,8,15,8,51,Pond,Fishing,Dead,Male,77,Yes
Tainan City,2014,9,8,2014,8,15,13,1,Offshore (<1km),Playing,Dead,Male,54,Unknown
Tainan City,2014,9,8,2014,8,15,22,5,River,Suicide,Dead,Male,33,No
Tainan City,2014,9,13,2014,8,20,14,38,Fish Pond,Saving Others,Dead,Male,30,Unknown
Tainan City,2014,9,20,2014,8,27,17,24,Ditch,Traffic Accident,Rescued,Male,Unknown,Unknown
Tainan City,2014,9,23,2014,8,30,15,32,River,Others,Dead,Male,50,Unknown
Tainan City,2014,9,23,2014,8,30,18,18,Fish Pond,Others,Dead,Female,42,Unknown
Tainan City,2014,9,28,2014,9,5,19,18,Ditch,Floating Corpse,Dead,Male,36,Unknown
Tainan City,2014,10,10,2014,9,17,10,51,Reservoir,Floating Corpse,Dead,Female,43,Unknown
Tainan City,2014,10,12,2014,9,19,20,32,Ditch,Suicide,Rescued,Female,34,Unknown
Tainan City,2014,10,17,2014,9,24,5,43,Fish Pond,Floating Corpse,Dead,Female,70,Unknown
Tainan City,2014,10,22,2014,9,29,23,54,River,Suicide,Rescued,Female,28,No
Tainan City,2014,10,28,2014,0,5,15,20,River,Suicide,Rescued,Female,35,Unknown
Tainan City,2014,11,13,2014,0,21,11,35,River,Fishing,Dead,Male,33,Unknown
Tainan City,2014,11,15,2014,0,23,18,45,Offshore (<1km),Suicide,Rescued,Female,34,Unknown
Tainan City,2014,11,16,2014,0,24,12,17,River,Floating Corpse,Dead,Male,65,Unknown
Tainan City,2014,11,24,2014,10,3,9,19,River,Floating Corpse,Dead,Male,65,Unknown
Tainan City,2014,11,30,2014,10,9,1,50,Lake,Suicide,Rescued,Male,30,Unknown
Tainan City,2014,12,1,2014,10,10,16,47,River,Suicide,Dead,Male,25,Unknown
Tainan City,2014,12,9,2014,10,18,19,29,Lake,Others,Dead,Female,51,Unknown
Kaohsiung City,2014,1,6,2013,12,6,22,38,River,Suicide,Rescued,Female,21,Unknown
Kaohsiung City,2014,1,6,2013,12,6,22,38,River,Suicide,Dead,Male,20,No
Kaohsiung City,2014,2,19,2014,1,20,9,17,River,Floating Corpse,Dead,Male,50,Unknown
Kaohsiung City,2014,2,26,2014,1,27,4,54,River,Suicide,Rescued,Male,43,Unknown
Kaohsiung City,2014,3,3,2014,2,3,15,50,River,Suicide,Rescued,Female,28,No
Kaohsiung City,2014,3,9,2014,2,9,6,21,Pond,Floating Corpse,Dead,Female,70,Unknown
Kaohsiung City,2014,3,14,2014,2,14,19,38,River,Suicide,Rescued,Female,45,Unknown
Kaohsiung City,2014,3,22,2014,2,22,16,51,River,Suicide,Rescued,Male,26,No
Kaohsiung City,2014,3,25,2014,2,25,22,10,River,Suicide,Rescued,Female,45,Unknown
Kaohsiung City,2014,4,1,2014,3,2,9,17,River,Floating Corpse,Dead,Male,63,Unknown
Kaohsiung City,2014,4,3,2014,3,4,17,17,Dock,Slipping,Rescued,Female,40,No
Kaohsiung City,2014,4,3,2014,3,4,17,17,Dock,Others,Rescued,Male,53,Yes
Kaohsiung City,2014,4,13,2014,3,14,20,20,Ditch,Suicide,Dead,Male,60,Unknown
Kaohsiung City,2014,5,5,2014,4,7,12,26,River,Suicide,Rescued,Female,24,No
Kaohsiung City,2014,5,8,2014,4,10,8,43,River,Floating Corpse,Dead,Female,77,Unknown
Kaohsiung City,2014,5,8,2014,4,10,11,37,River,Suicide,Rescued,Female,32,No
Kaohsiung City,2014,5,12,2014,4,14,12,58,Offshore (<1km),Floating Corpse,Dead,Male,17,No
Kaohsiung City,2014,5,17,2014,4,19,2,46,Dock,Suicide,Rescued,Female,17,Unknown
Kaohsiung City,2014,5,18,2014,4,20,12,23,River,Work,Dead,Male,48,Yes
Kaohsiung City,2014,5,21,2014,4,23,10,43,River,Suicide,Rescued,Female,57,No
Kaohsiung City,2014,5,21,2014,4,23,10,43,River,Suicide,Rescued,Male,62,No
Kaohsiung City,2014,5,27,2014,4,29,19,36,River,Slipping,Dead,Male,48,Yes
Kaohsiung City,2014,6,12,2014,5,15,10,36,River,Suicide,Dead,Male,61,No
Kaohsiung City,2014,7,8,2014,6,12,20,31,River,Suicide,Rescued,Female,45,Unknown
Kaohsiung City,2014,7,9,2014,6,13,23,40,River,Suicide,Dead,Male,70,Unknown
Kaohsiung City,2014,7,10,2014,6,14,7,27,River,Floating Corpse,Dead,Male,70,No
Kaohsiung City,2014,7,12,2014,6,16,15,42,Offshore (<1km),Playing,Dead,Male,16,Unknown
Kaohsiung City,2014,7,22,2014,6,26,19,23,Ditch,Suicide,Rescued,Female,33,Unknown
Kaohsiung City,2014,7,23,2014,6,27,9,34,River,Suicide,Dead,Male,38,No
Kaohsiung City,2014,7,29,2014,7,3,17,27,Fish Pond,Slipping,Dead,Male,72,Unknown
Kaohsiung City,2014,8,6,2014,7,11,20,12,River,Suicide,Dead,Female,39,Unknown
Kaohsiung City,2014,8,8,2014,7,13,21,38,River,Suicide,Rescued,Male,27,No
Kaohsiung City,2014,8,10,2014,7,15,19,39,Offshore (<1km),Floating Corpse,Dead,Male,41,Unknown
Kaohsiung City,2014,8,13,2014,7,18,17,44,River,Floating Corpse,Dead,Male,70,Unknown
Kaohsiung City,2014,8,14,2014,7,19,8,29,River,Floating Corpse,Dead,Female,50,Unknown
Kaohsiung City,2014,8,14,2014,7,19,8,56,River,Floating Corpse,Dead,Male,60,Unknown
Kaohsiung City,2014,8,23,2014,7,28,11,3,River,Fishing,Dead,Male,69,Unknown
Kaohsiung City,2014,8,23,2014,7,28,18,17,River,Slipping,Rescued,Male,29,Unknown
Kaohsiung City,2014,8,30,2014,8,6,15,13,Dock,Slipping,Dead,Male,13,Yes
Kaohsiung City,2014,9,9,2014,8,16,13,24,Offshore (<1km),Floating Corpse,Dead,Male,33,Unknown
Kaohsiung City,2014,9,10,2014,8,17,8,47,Offshore (<1km),Floating Corpse,Dead,Male,33,Unknown
Kaohsiung City,2014,9,16,2014,8,23,16,53,River,Suicide,Rescued,Female,52,No
Kaohsiung City,2014,11,1,2014,0,9,20,41,River,Suicide,Rescued,Male,62,No
Kaohsiung City,2014,11,4,2014,0,12,19,42,Offshore (<1km),Slipping,Dead,Male,42,Unknown
Kaohsiung City,2014,11,8,2014,0,16,0,0,Dock,Others,Dead,Female,54,Unknown
Kaohsiung City,2014,11,11,2014,0,19,12,54,Fish Pond,Work,Dead,Male,30,No
Kaohsiung City,2014,11,17,2014,0,25,7,11,River,Floating Corpse,Dead,Female,50,Unknown
Kaohsiung City,2014,11,27,2014,10,6,9,55,Dock,Suicide,Rescued,Female,20,Unknown
Kaohsiung City,2014,12,11,2014,10,20,22,23,River,Suicide,Dead,Male,19,Unknown
Kaohsiung City,2014,12,24,2014,11,3,0,0,Offshore (<1km),Slipping,Dead,Male,67,Unknown
Yilan County,2014,1,5,2013,12,5,20,56,Ditch,Traffic Accident,Dead,Female,5,Unknown
Yilan County,2014,1,13,2013,12,13,7,25,River,Suicide,Dead,Male,75,Unknown
Yilan County,2014,1,17,2013,12,17,11,38,River,Suicide,Rescued,Male,53,Yes
Yilan County,2014,2,3,2014,1,4,12,42,Dock,Floating Corpse,Dead,Male,Unknown,Unknown
Yilan County,2014,2,27,2014,1,28,15,20,Lake,Slipping,Dead,Male,69,Unknown
Yilan County,2014,3,27,2014,2,27,17,58,River,Slipping,Dead,Male,48,Unknown
Yilan County,2014,5,17,2014,4,19,7,12,River,Floating Corpse,Dead,Female,72,No
Yilan County,2014,6,4,2014,5,7,0,36,Offshore (<1km),Suicide,Rescued,Female,24,Unknown
Yilan County,2014,6,8,2014,5,11,17,31,Swimming Pool,Playing,Rescued,Male,5,No
Yilan County,2014,6,14,2014,5,17,12,11,Others,Saving Others,Dead,Male,37,Unknown
Yilan County,2014,6,14,2014,5,17,12,11,Others,Playing,Rescued,Female,41,Unknown
Yilan County,2014,6,21,2014,5,24,3,9,Dock,Suicide,Dead,Male,54,Unknown
Yilan County,2014,7,3,2014,6,7,5,7,Swimming Pool,Playing,Rescued,Female,59,Yes
Yilan County,2014,7,7,2014,6,11,0,0,Swimming Pool,Playing,Rescued,Male,10,Yes
Yilan County,2014,7,11,2014,6,15,10,33,Fish Pond,Slipping,Dead,Male,9,No
Yilan County,2014,7,19,2014,6,23,20,19,Offshore (<1km),Snorkeling,Dead,Male,61,Yes
Yilan County,2014,7,30,2014,7,4,16,8,Ditch,Suicide,Dead,Male,85,No
Yilan County,2014,8,2,2014,7,7,17,48,Offshore (<1km),Playing,Dead,Male,42,Yes
Yilan County,2014,8,16,2014,7,21,14,19,Offshore (<1km),Floating Corpse,Dead,Male,76,Unknown
Yilan County,2014,8,20,2014,7,25,13,14,Offshore (<1km),Saving Others,Rescued,Male,50,Yes
Yilan County,2014,8,20,2014,7,25,13,14,Offshore (<1km),Playing,Rescued,Male,16,Yes
Yilan County,2014,8,25,2014,8,1,16,10,River,Slipping,Dead,Male,73,Unknown
Yilan County,2014,9,3,2014,8,10,22,15,Lake,Suicide,Rescued,Male,54,Unknown
Yilan County,2014,9,3,2014,8,10,22,15,Lake,Suicide,Dead,Female,54,Unknown
Yilan County,2014,10,4,2014,9,11,10,4,Offshore (<1km),Playing,Rescued,Male,Unknown,Yes
Yilan County,2014,10,11,2014,9,18,17,15,Offshore (<1km),Saving Others,Missing,Female,64,Unknown
Yilan County,2014,10,14,2014,9,21,11,4,Dock,Fishing,Rescued,Male,61,Unknown
Yilan County,2014,10,31,2014,0,8,13,36,Offshore (<1km),Work,Dead,Male,23,Unknown
Yilan County,2014,11,5,2014,0,13,12,37,Dock,Slipping,Rescued,Male,60,Unknown
Yilan County,2014,11,16,2014,0,24,13,53,River,Floating Corpse,Dead,Male,63,Unknown
Yilan County,2014,11,22,2014,10,1,6,9,Offshore (<1km),Playing,Dead,Female,68,Yes
Yilan County,2014,11,26,2014,10,5,16,20,Ditch,Floating Corpse,Dead,Male,47,Unknown
Yilan County,2014,11,29,2014,10,8,2,5,River,Suicide,Dead,Male,65,Unknown
Yilan County,2014,12,12,2014,10,21,9,50,River,Floating Corpse,Dead,Male,16,No
Taoyuan City,2014,1,4,2013,12,4,13,56,Pond,Slipping,Dead,Male,5,No
Taoyuan City,2014,2,2,2014,1,3,11,44,Fish Pond,Slipping,Dead,Male,6,No
Taoyuan City,2014,3,4,2014,2,4,22,43,Pond,Fishing,Dead,Male,55,Unknown
Taoyuan City,2014,6,26,2014,5,29,17,44,Pond,Others,Dead,Female,6,Unknown
Taoyuan City,2014,6,26,2014,5,29,17,44,Pond,Others,Dead,Male,7,Unknown
Taoyuan City,2014,8,29,2014,8,5,14,13,Offshore (<1km),Others,Dead,Male,Unknown,Unknown
Hsinchu County,2014,4,9,2014,3,10,21,45,Others,Others,Dead,Male,43,Unknown
Hsinchu County,2014,4,15,2014,3,16,14,25,River,Others,Dead,Female,13,Unknown
Hsinchu County,2014,5,30,2014,5,2,12,1,River,Fishing,Dead,Male,41,Unknown
Hsinchu County,2014,6,27,2014,6,1,15,30,River,Playing,Dead,Male,16,No
Hsinchu County,2014,7,12,2014,6,16,15,45,River,Playing,Rescued,Female,21,No
Hsinchu County,2014,7,12,2014,6,16,15,45,River,Playing,Rescued,Female,15,No
Hsinchu County,2014,7,14,2014,6,18,9,8,River,Playing,Rescued,Female,7,No
Hsinchu County,2014,7,15,2014,6,19,6,8,River,Slipping,Rescued,Male,20,Unknown
Hsinchu County,2014,7,26,2014,6,30,11,22,River,Playing,Rescued,Male,17,No
Hsinchu County,2014,7,26,2014,6,30,11,22,River,Playing,Rescued,Male,19,No
Hsinchu County,2014,7,31,2014,7,5,11,50,River,Fishing,Rescued,Male,36,Unknown
Hsinchu County,2014,7,31,2014,7,5,11,50,River,Fishing,Rescued,Male,54,Unknown
Hsinchu County,2014,8,17,2014,7,22,14,2,River,Fishing,Dead,Male,64,Unknown
Hsinchu County,2014,8,24,2014,7,29,13,39,River,Playing,Rescued,Male,6,Unknown
Hsinchu County,2014,8,24,2014,7,29,13,39,River,Playing,Rescued,Female,9,Unknown
Hsinchu County,2014,10,4,2014,9,11,9,12,Fish Pond,Others,Rescued,Female,30,Unknown
Hsinchu County,2014,11,22,2014,10,1,11,24,River,Slipping,Dead,Male,43,Unknown
Hsinchu County,2014,12,23,2014,11,2,1,51,Offshore (<1km),Others,Dead,Male,Unknown,Unknown
Miaoli County,2014,2,13,2014,1,14,21,59,Offshore (<1km),Suicide,Rescued,Female,33,No
Miaoli County,2014,2,25,2014,1,26,10,30,Reservoir,Suicide,Dead,Male,48,Unknown
Miaoli County,2014,3,17,2014,2,17,17,36,Others,Playing,Rescued,Male,5,No
Miaoli County,2014,4,3,2014,3,4,12,30,Reservoir,Suicide,Dead,Male,56,Yes
Miaoli County,2014,4,17,2014,3,18,19,20,River,Suicide,Dead,Male,50,Unknown
Miaoli County,2014,5,29,2014,5,1,21,58,Offshore (>1km),Work,Dead,Male,49,Unknown
Miaoli County,2014,6,2,2014,5,5,16,30,Offshore (<1km),Suicide,Dead,Female,27,No
Miaoli County,2014,6,4,2014,5,7,2,11,Lake,Suicide,Rescued,Female,37,No
Miaoli County,2014,6,16,2014,5,19,16,11,River,Others,Rescued,Male,72,No
Miaoli County,2014,6,22,2014,5,25,9,30,River,Slipping,Dead,Male,49,Unknown
Miaoli County,2014,6,27,2014,6,1,12,40,Reservoir,Suicide,Dead,Female,77,Unknown
Miaoli County,2014,7,5,2014,6,9,17,6,Reservoir,Suicide,Dead,Male,80,Unknown
Miaoli County,2014,7,16,2014,6,20,10,13,Offshore (<1km),Playing,Rescued,Male,26,Yes
Miaoli County,2014,7,16,2014,6,20,10,13,Offshore (<1km),Playing,Rescued,Male,23,Yes
Miaoli County,2014,7,16,2014,6,20,10,13,Offshore (<1km),Playing,Rescued,Male,30,Yes
Miaoli County,2014,7,16,2014,6,20,10,13,Offshore (<1km),Playing,Rescued,Male,26,Yes
Miaoli County,2014,7,16,2014,6,20,10,13,Offshore (<1km),Playing,Rescued,Male,26,Yes
Miaoli County,2014,7,25,2014,6,29,19,48,River,Fishing,Rescued,Male,63,No
Miaoli County,2014,8,3,2014,7,8,15,2,Ditch,Slipping,Dead,Male,65,Unknown
Miaoli County,2014,8,6,2014,7,11,19,34,River,Traffic Accident,Dead,Female,45,Unknown
Miaoli County,2014,8,16,2014,7,21,7,40,Reservoir,Floating Corpse,Dead,Male,88,Unknown
Miaoli County,2014,8,22,2014,7,27,12,50,River,Work,Rescued,Male,32,Yes
Miaoli County,2014,8,22,2014,7,27,12,50,River,Work,Dead,Male,36,Unknown
Miaoli County,2014,8,22,2014,7,27,12,50,River,Work,Rescued,Male,61,Yes
Miaoli County,2014,8,22,2014,7,27,12,50,River,Work,Dead,Male,36,Unknown
Miaoli County,2014,8,27,2014,8,3,4,40,Reservoir,Suicide,Dead,Male,54,Unknown
Miaoli County,2014,10,11,2014,9,18,14,19,Offshore (<1km),Work,Dead,Male,38,Yes
Miaoli County,2014,10,11,2014,9,18,14,19,Offshore (<1km),Work,Rescued,Male,23,Yes
Miaoli County,2014,10,11,2014,9,18,14,19,Offshore (<1km),Work,Dead,Male,60,Yes
Miaoli County,2014,10,11,2014,9,18,14,19,Offshore (<1km),Work,Rescued,Male,37,Yes
Miaoli County,2014,10,11,2014,9,18,14,19,Offshore (<1km),Work,Rescued,Male,36,Yes
Miaoli County,2014,10,22,2014,9,29,13,30,River,Playing,Rescued,Female,59,No
Miaoli County,2014,10,22,2014,9,29,13,30,River,Playing,Rescued,Male,13,No
Changhua County,2014,1,5,2013,12,5,23,51,Ditch,Suicide,Rescued,Female,49,Yes
Changhua County,2014,1,7,2013,12,7,16,41,Offshore (<1km),Work,Dead,Male,39,Unknown
Changhua County,2014,3,4,2014,2,4,23,56,Ditch,Slipping,Rescued,Female,42,No
Changhua County,2014,3,15,2014,2,15,23,13,Offshore (<1km),Fishing,Dead,Male,53,Unknown
Changhua County,2014,3,27,2014,2,27,8,41,Ditch,Others,Dead,Male,76,Unknown
Changhua County,2014,3,30,2014,2,30,9,10,Offshore (<1km),Playing,Rescued,Male,33,No
Changhua County,2014,3,30,2014,2,30,9,10,Offshore (<1km),Playing,Rescued,Male,38,No
Changhua County,2014,4,1,2014,3,2,9,46,River,Others,Rescued,Male,46,No
Changhua County,2014,4,2,2014,3,3,3,4,Ditch,Suicide,Dead,Female,48,No
Changhua County,2014,5,14,2014,4,16,10,51,Offshore (<1km),Work,Dead,Male,68,Yes
Changhua County,2014,5,17,2014,4,19,11,51,Ditch,Slipping,Rescued,Male,55,No
Changhua County,2014,6,21,2014,5,24,11,18,Ditch,Slipping,Dead,Male,78,No
Changhua County,2014,9,14,2014,8,21,16,0,Offshore (<1km),Slipping,Dead,Male,51,Yes
Changhua County,2014,12,18,2014,10,27,21,41,Offshore (<1km),Capsizing,Dead,Male,34,Unknown
Changhua County,2014,12,18,2014,10,27,21,41,Offshore (<1km),Capsizing,Dead,Male,60,Unknown
Changhua County,2014,12,27,2014,11,6,13,58,Offshore (<1km),Work,Dead,Male,76,Unknown
Nantou County,2014,5,19,2014,4,21,14,27,River,Work,Rescued,Male,43,Unknown
Nantou County,2014,5,19,2014,4,21,18,37,River,Work,Missing,Female,67,Unknown
Nantou County,2014,5,19,2014,4,21,18,37,River,Work,Rescued,Male,73,Unknown
Nantou County,2014,5,20,2014,4,22,16,57,River,Work,Rescued,Male,55,Unknown
Nantou County,2014,5,20,2014,4,22,16,57,River,Work,Rescued,Male,46,Unknown
Nantou County,2014,5,20,2014,4,22,16,57,River,Work,Rescued,Male,48,Unknown
Nantou County,2014,5,20,2014,4,22,16,57,River,Work,Rescued,Male,37,Unknown
Nantou County,2014,5,20,2014,4,22,16,57,River,Work,Rescued,Male,41,Unknown
Nantou County,2014,5,20,2014,4,22,16,57,River,Work,Rescued,Male,41,Unknown
Nantou County,2014,5,31,2014,5,3,16,14,River,Fishing,Rescued,Male,37,No
Nantou County,2014,6,2,2014,5,5,11,27,Swimming Pool,Playing,Rescued,Female,6,No
Nantou County,2014,6,6,2014,5,9,19,48,Ditch,Traffic Accident,Dead,Male,52,Unknown
Nantou County,2014,6,13,2014,5,16,11,39,River,Work,Rescued,Male,51,Yes
Nantou County,2014,7,3,2014,6,7,16,6,River,Playing,Dead,Male,24,Yes
Nantou County,2014,7,6,2014,6,10,10,37,River,Playing,Dead,Male,37,Unknown
Nantou County,2014,7,22,2014,6,26,8,20,Pond,Traffic Accident,Dead,Male,72,Unknown
Nantou County,2014,7,27,2014,7,1,0,15,Lake,Snorkeling,Dead,Male,39,Unknown
Nantou County,2014,7,27,2014,7,1,17,31,River,Playing,Rescued,Male,41,Yes
Nantou County,2014,8,31,2014,8,7,10,12,River,Playing,Rescued,Female,9,Unknown
Nantou County,2014,10,5,2014,9,12,18,59,River,Slipping,Dead,Female,70,Unknown
Nantou County,2014,10,27,2014,0,4,10,40,River,Fishing,Dead,Male,61,Unknown
Yunlin County,2014,2,1,2014,1,2,8,46,Ditch,Others,Dead,Female,63,Unknown
Yunlin County,2014,2,9,2014,1,10,20,25,Others,Others,Dead,Male,69,Unknown
Yunlin County,2014,2,21,2014,1,22,8,2,Ditch,Traffic Accident,Dead,Male,53,Unknown
Yunlin County,2014,4,17,2014,3,18,12,29,River,Others,Dead,Male,35,Unknown
Yunlin County,2014,4,22,2014,3,23,9,16,Ditch,Others,Dead,Male,65,No
Yunlin County,2014,4,26,2014,3,27,5,30,Ditch,Suicide,Rescued,Female,27,Unknown
Yunlin County,2014,5,5,2014,4,7,23,34,River,Suicide,Dead,Female,15,Unknown
Yunlin County,2014,5,15,2014,4,17,19,34,Ditch,Others,Dead,Male,49,Unknown
Yunlin County,2014,5,20,2014,4,22,18,59,River,Others,Missing,Male,53,No
Yunlin County,2014,6,5,2014,5,8,6,10,Fish Pond,Others,Dead,Male,58,Unknown
Yunlin County,2014,6,24,2014,5,27,19,5,River,Suicide,Rescued,Male,26,Unknown
Yunlin County,2014,6,30,2014,6,4,14,52,Pond,Saving Others,Dead,Male,30,Unknown
Yunlin County,2014,7,16,2014,6,20,8,54,Ditch,Suicide,Dead,Female,81,Unknown
Yunlin County,2014,8,2,2014,7,7,11,7,Pond,Slipping,Dead,Female,10,No
Yunlin County,2014,8,23,2014,7,28,12,10,Ditch,Floating Corpse,Dead,Male,68,Unknown
Yunlin County,2014,8,31,2014,8,7,21,55,Ditch,Suicide,Dead,Female,56,Unknown
Yunlin County,2014,9,24,2014,9,1,7,37,Ditch,Traffic Accident,Dead,Male,46,Unknown
Yunlin County,2014,9,24,2014,9,1,16,57,Fish Pond,Floating Corpse,Dead,Female,55,Unknown
Yunlin County,2014,11,2,2014,0,10,0,0,Pond,Slipping,Dead,Male,43,No
Yunlin County,2014,11,8,2014,0,16,18,52,River,Suicide,Rescued,Female,79,Unknown
Yunlin County,2014,11,16,2014,0,24,0,58,Fish Pond,Suicide,Dead,Male,24,Unknown
